track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
00bc7A2CLjp40XNd6ZPZNa,JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,21,7fJ5bWDXYnd7slOCnbTgqJ,THE 4CE,2020-01-15,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.763,0.763,10,-4.176,0,0.0626,0.0298,1.9e-05,0.652,0.953,143.994,211547
5SubtShpNoLYiVG4oLSpOG,Made In JPN,DEAN FUJIOKA,36,1ZOtAZVCso82bDUjQmvUwH,Shelly,2019-12-11,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.621,0.614,6,-5.411,1,0.0539,0.0462,1.8e-06,0.0452,0.727,200.012,210134
5VBMFkU9emR1HDLPoXuOUQ,See You Later,Chocoholic,42,5Si8dJ0DoBGpbZDkaCiboA,See You Later,2019-11-20,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.729,0.646,9,-6.046,0,0.0452,0.0682,0.000481,0.0484,0.543,82.49,200712
0S1lconF5qUvqUrovZDmSA,Possible,片寄涼太,49,6VtGVN3uNAOZc1WbhC4j7H,Possible,2020-01-07,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.713,0.709,4,-6.451,1,0.0703,0.042,0.0,0.0995,0.708,109.973,283400
5QOg6uut1ybakHajEfBL8K,All Over You,Boys Get Hurt,12,30jTmRcGjXt2XI7C7wZ1jS,All Over You,2019-12-23,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.705,0.55,2,-7.974,1,0.0381,0.0887,0.00485,0.0895,0.351,94.969,212211
7auKfEOsSVCeYHn2pOu6uY,Where Would You Go?,SkyLogic,16,6qBNkpelkx3832rO9uKxV5,Where Would You Go?,2019-12-14,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.62,0.775,7,-4.677,1,0.0271,0.0634,0.0501,0.0676,0.427,107.992,208333
64XUlDULbJtK6xDL4mEB0Q,Call My Name - Remix,YUTO,27,6hcjsNf35tn3TvlAwNPPDv,Call My Name (Remix),2019-10-26,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.834,0.823,8,-4.603,1,0.0716,0.09,0.000101,0.0561,0.872,128.006,166523
0FVUs7Kb4KKl3vsssgZCud,DAYZ,AAAMYYY,44,6rysSkOPyvMpDYLiYz26pv,DAYZ,2019-11-13,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.738,0.55,5,-9.845,0,0.0473,0.00919,0.000648,0.0772,0.599,110.024,311976
0lHYQoSwhIKqUjUsbQygyl,Simple Things,HarukiD,21,5RCmomigCb0VuGdltjtU1i,Simple Things,2020-01-12,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.695,0.646,9,-7.103,0,0.032,0.0345,0.000294,0.0967,0.229,95.007,157288
0azhsizFhBepOGgcQ3EKaL,SUN DAY - Shinichi Osawa Remix,HIRAIDAI,41,7FE6Mj1GPYoEa6NgIBzlqk,SUN DAY (Shinichi Osawa Remix),2019-11-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.74,0.56,4,-5.566,0,0.0387,0.172,0.0,0.0717,0.207,111.083,264935
2TFJVb9LL54V5W53qGWDSv,let me know,blanchehor,39,1jJcjFNob1gMtgji8KMnP7,let me know,2019-11-09,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.704,0.584,6,-7.384,0,0.026,0.324,0.0979,0.0965,0.752,102.987,220631
1JSkwWA4e3OXlnOEcn0MXf,Rich&Famous - feat. Sean Paul,Kumi Koda,35,2lUaOBI7XsWz8MBGfpVjMt,re(CORD),2019-11-13,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.539,0.739,0,-5.429,0,0.204,0.0263,0.0,0.297,0.386,173.082,249187
1RJPz4eFFP7N6VVKMYUS7O,ミズノナカヘ - Car TAX remix,yu-re:meu,16,03sSeRZnThaQK7SSsHhTSy,Unstable Unstoppable,2020-01-11,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.738,0.846,2,-5.929,1,0.0758,0.158,0.0353,0.0282,0.879,125.98,237071
6GvK5IObiZJs4PyTFJTELk,EASY LOVE,Gear 2nd,27,61dkquTQitHZ110cEOzdHq,EASY LOVE,2019-10-30,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.802,0.776,8,-6.903,0,0.112,0.16,0.0,0.0969,0.687,109.996,225273
0qnp1W6FnL9qoadgaQdsT8,PARADE,Miliyah,37,566EAKqr8SyzdbZaOpIzdY,PARADE,2019-10-26,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.679,0.637,8,-5.683,1,0.0427,0.0821,1.04e-06,0.158,0.228,105.026,244187
3pzrOuq7Zn1WlL1qes8I57,Obsession,広瀬大地,30,4XCgsXSHk7qB4KDuswRVqV,Obsession,2019-10-23,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.827,0.851,11,-4.589,0,0.103,0.122,2.31e-05,0.0706,0.928,127.993,214132
4vid1h1wAzoZoEKJVXoUgB,Shine,DJ PIGER,35,31KdOeRhAbAPMizIrujMdy,Shine,2019-10-16,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.779,0.721,8,-8.409,0,0.0487,0.00618,0.00696,0.239,0.84,121.948,207213
34Yb5ldkgXMieDcFIRQPdh,Upside Down,RYPPHYPE,26,7cu8fQWplGxQOcncMNOpA4,Upside Down,2019-11-20,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.701,0.927,5,-3.21,0,0.0644,0.31,0.0,0.0505,0.832,119.991,208530
7MsgiyWoerebFF0zaahmCr,B.S.G.S.,sooogood!,30,0k7LlIHVWjsVCMZwi7Wqm2,B.S.G.S.,2019-11-20,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.625,0.905,6,-6.323,0,0.135,0.553,0.0298,0.247,0.597,140.026,141473
4EyjvMJ6llJ5stWDlwo8v6,Bitten By You,Monkey Majik,40,15fTuTLuGBLEjZCb35WZNQ,Bitten By You,2019-10-23,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.677,0.75,9,-5.824,1,0.033,0.14,0.000249,0.0363,0.967,114.958,242627
5L3FE4WEDdQ0xZYVdN7uvE,For Me,WAPLAN,31,12ecSuUDUR3oeALAZfwQC1,For Me,2019-10-30,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.706,0.734,0,-4.623,1,0.0324,0.0229,0.0,0.112,0.395,99.999,221100
63f9E8ZTvtcEdqZKHj5Vzv,Sway,AATA,27,0uEjveH3fRkIckHh4cdEJC,BLUE MOMENT,2019-12-11,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.792,0.673,5,-7.876,0,0.163,0.0652,8.47e-05,0.145,0.784,104.996,241164
2KJPYFHskvDeuAZ1sbbBys,Nobody,Beverly,31,03VjZd6b2MZHJVCdBNmasF,INFINITY,2019-12-04,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.561,0.929,11,-1.687,1,0.0288,0.182,0.000776,0.245,0.898,190.05,213147
5uHl2eYaITSX6xEX8bmaXy,Adios,EVERGLOW,74,7tMpbKXDLlHPSCoPdF2OBv,HUSH,2019-08-19,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,0.399,128.187,189147
1PNb8pRsZGa8XN1m5nJe70,Dumb,BVNDIT,59,6DX33GTGhfTLpQWzmHHgHA,BE!,2019-11-05,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.652,0.837,1,-3.104,0,0.0723,0.0976,0.0,0.0844,0.562,108.042,190903
3v5BOhyPrVQN7PYE6JnY7j,THURSDAY,GOT7,63,76B3bEVEuCnZTkwhOXdjmg,Call My Name,2019-11-04,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.678,0.787,1,-4.741,0,0.0452,0.147,0.0,0.0799,0.471,158.014,206578
7JCi89HGiURxFpr6NITY7q,Snapping,CHUNG HA,73,1lNM7RF1SVUs66OtLj4MQh,Flourishing,2019-06-24,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164
6k67RdkVjTZj79c1cRz7IQ,WONDERLAND,ATEEZ,72,4HGhzqQEY1X6WWZw6MhjlO,TREASURE EP.FIN: All To Action,2019-10-08,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,199013
7b8YOVV5quZcSKEijDgyWB,DDU-DU DDU-DU,BLACKPINK,68,1HwIUaaEuRsxsIyssqtGLH,SQUARE UP,2018-06-15,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355
1Jr8RbuOnvMHsMHcWgZ9Do,Like always,X1,58,09sGMSeeP4bZQOCTpgKGX8,QUANTUM LEAP,2019-08-27,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.781,0.879,5,-3.725,1,0.0533,0.0309,0.0,0.0546,0.836,119.997,204893
42tFTth2jcF7iSo0RBjfJF,피카부 Peek-A-Boo,Red Velvet,70,0rvrbZvaDX5S9ZBhwOwFfH,Perfect Velvet - The 2nd Album,2017-11-17,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,189050
1UThkKR8w3WnA6lWCRhOJn,DRIP,HINAPIA,59,79I7ijWthvkwe4xOW0zzQh,New Start,2019-11-03,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.658,0.87,2,-2.373,1,0.0626,0.177,0.0,0.36,0.422,89.994,200465
5WrEilrRI5cIW0DxMvQYPZ,Jopping,SuperM,75,1C1qYeSC9RdgbrKXpZCTSJ,SuperM - The 1st Mini Album,2019-10-04,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024,251293
24nK8tW7Pt3Inh2utttuoG,HIP,Mamamoo,81,7CucpzwxAZ6kHmctI9eo4X,reality in BLACK,2019-11-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,195307
3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,70,5vt2sEP5J0VNbYXoA7h2k4,GREAT!,2018-01-03,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,208863
00emjlCv9azBN0fzuuyLqy,Dumb Litty,KARD,65,7h5X3xhh3peIK9Y0qI5hbK,KARD 2nd Digital Single ‘Dumb Litty’,2019-09-22,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.76,0.887,9,-1.993,1,0.0409,0.037,0.0,0.138,0.24,130.018,193160
5sbooPcNgIE22DwO0VNGUJ,POP/STARS,K/DA,75,0UnBZ8laFgLUq5Ty5vbikQ,POP/STARS,2018-11-03,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,191100
06mzeP9GQNSHWd1Nh2C5FM,MIDDLE OF THE NIGHT,Monsta X,69,2EUxUCoJz0ZUdzsjj94WxR,MIDDLE OF THE NIGHT,2019-12-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,0.924,92.044,166213
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,85,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773
27kB4qLUCV8nZd2eOgj1Tk,KILLING ME,iKON,63,2yUTAuGu8Xu7xoTdASjClx,NEW KIDS : CONTINUE,2018-08-02,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.76,0.672,9,-5.277,0,0.0732,0.465,0.0,0.205,0.505,127.986,193734
4WuKHgxdCJsaOBIh7yndty,MIROH,Stray Kids,71,79Bjt5oUy1183RJw1bJyF5,Clé 1 : MIROH,2019-03-25,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617
3rOEipqoZpjyn8PtOMeV8k,Forever Love,YOUNGJAE,48,5Neadmcb4axpmEmMKFJA1n,"O,on",2019-10-22,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.652,0.785,6,-4.34,1,0.0448,0.0667,0.0,0.124,0.662,127.016,216640
0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT,68,3KAJvo62RNQEtXwIyB5rzX,NCT 2018 EMPATHY,2018-03-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,210641
1S6zXoXhfalX2ETKo337Md,YES or YES,TWICE,7,38QQgShZFuEAJJw1A6hz3x,YES or YES,2018-11-05,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685
7gr57cYekMWriyJYbT7oZ4,HANN (Alone),(G)I-DLE,66,4VLR1cDqRIeS86GYSJvlmZ,HANN (Alone),2018-08-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971,205820
7w3mCZJZbfXzNebD5vktMI,ME,CLC,64,3STCVlFXF9KGz3ATBo56a3,ME,2019-05-30,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.752,0.804,11,-3.512,0,0.0656,0.022,1.76e-05,0.0865,0.795,146.943,193253
3nXUfNbkv8ikaSdHwEp0oY,DDD,EXID,60,2ejJVhXC1pgVgROMsetsUL,Full Moon,2017-11-08,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,0.751,114.285,205821
1gsb4CFzUMERAkfzAKwrZu,Siren,SUNMI,0,75eIP5pPvtQCB0bAz2TEsU,WARNING,2018-09-26,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.605,0.894,9,-3.885,0,0.0385,0.0119,0.0,0.0887,0.545,122.051,197252
0xHgclG2TeqIzB8N3Wb5rP,HIT,SEVENTEEN,66,36HsGgJsOHL4cHqR4J2GEU,HIT,2019-08-05,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.615,0.904,9,-3.955,0,0.221,0.0881,0.0,0.117,0.692,130.047,203493
3NxuezMdSLgt4OwHzBoUhL,Way Back Home,SHAUN,66,1NgwpxtZFd1x4DbC74V9bO,Take,2018-06-27,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,214137
1LShDXXs40R8bQFNBBupI3,PICK ME,PRODUCE 48,58,2bl024XQdz3Pd4jQLNyaZg,PRODUCE 48 - NEKKOYA (PICK ME),2018-05-10,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.649,0.862,6,-3.903,1,0.0487,0.0218,0.0,0.066,0.594,128.051,279423
0aLG42zaidNkblhiQgJknP,WANT,TAEMIN,63,7E01VOJ7gyYPz9HXUVeQeq,WANT - The 2nd Mini Album,2019-02-11,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.64,0.757,7,-5.532,1,0.0689,0.0261,0.0,0.127,0.413,104.943,208968
7qDbAc6xMW07T7yyMnQqS8,Fever,GFRIEND,67,653wpLLPgri15mVNwJOTVR,GFRIEND The 7th Mini Album `FEVER SEASON`,2019-07-01,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.764,0.836,1,-2.868,1,0.0396,0.208,0.0,0.234,0.51,111.934,214293
4lt4QTuoYOEEOhrNDZJ1o8,Room Shaker,Ailee,57,7klpmNtYwM5Q0fCRIdC21I,butterFLY,2019-07-02,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.697,0.897,11,-3.628,0,0.136,0.0323,0.0,0.138,0.736,140.03,195027
1IzuuPDzqh3dfKxilHbGYU,8282(Party),twlv,40,0CWYqBGKChAJge2xUYICpY,8282(Party),2019-08-04,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.832,0.637,1,-4.994,0,0.0568,0.0334,0.0,0.0653,0.722,103.036,188893
4knqZHNHlEBBEmfETcpTyr,D.D.D,THE BOYZ,55,4T7BOMEuEfIMsDfomppwtW,DREAMLIKE,2019-08-19,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.695,0.921,3,-2.699,1,0.0848,0.0733,0.0,0.0789,0.642,119.971,212363
0dHWWPN5XGWotUnM57QQZK,Not That Type,gugudan,54,1eztr3rLc24EvhtvIdRjkl,Act.5 New Action,2018-11-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.729,0.926,7,-2.129,1,0.108,0.0796,9.14e-06,0.152,0.743,110.05,191994
0m3W71Oliiv3gQWXi2YAmJ,Humph!,PENTAGON,63,4hlhRlDPvdfc7hQoD8gxZ1,SUM(ME:R),2019-07-17,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.791,0.674,2,-4.025,1,0.0516,0.168,0.0,0.0801,0.963,132.985,192613
2WDhYlm5gBepkMZHBk0LN7,AH YEAH,WINNER,60,52epM8aF5xCLAtDwbGPeP2,WE,2019-05-15,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.797,0.722,7,-5.051,1,0.0388,0.356,0.0,0.177,0.878,128.01,176906
4tYLk5axtAxynbehhU4uJn,SUNDAY,FANATICS,42,3MtR8BHU3OYHYBCPTnCXXh,THE SIX,2019-08-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.737,0.793,7,-3.116,1,0.0369,0.385,2.05e-05,0.325,0.562,120.037,210018
7yT71nE6bb9vzdYz78iITu,BEEP BEEP,RUANN,45,73KuBzi9iBoXm2PQPJpTr0,BEEP BEEP,2019-07-31,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.671,0.752,1,-4.049,0,0.0615,0.0281,0.0,0.101,0.635,130.02,210827
63BGyvr6NuhA0q5NimghaG,The Only (feat. IRENE of Red Velvet),Raiden,54,4uXskh6wXrlNDZ4UrSF8Lh,The Only (feat. IRENE of Red Velvet),2019-08-02,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.672,0.923,11,-3.684,1,0.0875,0.102,0.0,0.129,0.395,116.028,186918
1ZtG48NtqQdyN1AnXiiYL0,Break the Distance,ELYAZ,30,316BuofZWIbWwMGqSBODx0,Break the Distance,2018-07-06,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.602,0.697,9,-6.766,1,0.0289,0.0533,0.000159,0.129,0.395,127.992,230039
7a4aFs6bW7TUySQviVERSI,Walk Away,Alle Farben,61,5R8Mu4RDqJ32ZvlaThOx05,Walk Away,2019-03-29,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.735,0.787,6,-6.166,0,0.061,0.0419,0.0,0.136,0.469,124.004,196640
5gjhnWVBIBgoWzv3SIQdwW,Fine Day,Keanu Silva,2,74ackj8DJk6yaBk0hZ9Hj7,Fine Day,2018-07-27,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.739,0.865,1,-4.67,0,0.046,0.0262,0.00237,0.126,0.46,124.977,194967
2M1mqcNUBIAfRoD2Puhejf,Carry Me Home (feat. Jake Reese),KSHMR,64,102DnoxN7Wrs46tdgNI080,Carry Me Home (feat. Jake Reese),2018-06-15,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.662,0.884,9,-4.104,0,0.0599,0.014,3.7e-05,0.087,0.484,128.029,191250
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,78,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467
5ypiGNhYY1GUoVB1kVZmc8,Bromance - Avicii Remix,Tim Berg,7,0Aw2fh7MQbvnTiTJjnvHcE,10 Years Armada,2013-11-22,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.624,0.903,1,-4.54,0,0.0362,0.0325,0.753,0.0908,0.312,126.047,150160
6Fvhy9aaBvsLBzC7vDEhIr,All That She Wants,Campsite Dream,50,0qq08x58qBEUp5IinYYJm3,All That She Wants,2020-01-10,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.392,0.652,1,-4.341,0,0.163,0.42,0.000477,0.0929,0.55,201.948,139405
7C1trmcQQ5n5RNy4l6ziCv,Some Say - Felix Jaehn Remix,Nea,63,3HE3e3QqmuhAsxcJGtxyEr,Some Say (Felix Jaehn Remix),2020-01-10,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.682,0.7,6,-5.591,1,0.0397,0.406,0.0,0.174,0.637,120.03,186878
6j3MJ0jtsReAgwRwqsHC7T,Sad,Aivarask,56,69o5UxAU7fhu1suuhxOPJZ,Sad,2019-08-23,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.818,0.76,11,-7.326,0,0.186,0.197,9.39e-05,0.0749,0.365,125.055,175200
0JIcWmxwEpv740agHLbVB5,Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,61,4pQNg7e4O3XJ8tuVpuslGM,Summer Lover (feat. Devin & Nile Rodgers),2019-04-12,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.689,0.859,10,-4.708,0,0.0281,0.108,0.291,0.14,0.672,119.991,194481
3UIGE2FXaUUcYWA31Og0XO,Summer Fade (feat. Anna of the North),Snakehips,64,5bB44dDIsNlLs2vRUMsrWd,Summer Fade (feat. Anna of the North),2019-08-28,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.618,0.657,10,-5.176,1,0.0594,0.00378,0.0179,0.223,0.457,179.913,204711
3KKrA8p6gzpYC44JmThaEq,Loving Myself (feat. Raphaella),Henri PFR,59,4vNe0IDoB5T3r1aFqZfhl5,Loving Myself (feat. Raphaella),2019-11-29,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.688,0.693,7,-5.287,0,0.0476,0.0865,0.0,0.272,0.473,114.051,174051
7vLR7NDAadIXfWjl2nw5Nr,Haloes,Ina Wroldsen,64,4OkA09FvGYrV1cwJghn0BW,Haloes,2019-09-20,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.704,0.719,3,-4.05,1,0.0343,0.42,0.0,0.18,0.33,103.018,171344
4dSS4hwl81hvbfMsIogJGZ,Gotta Let Go,Hypanda,56,2PoKnh9999RydFOKgKbFt6,Gotta Let Go,2019-08-30,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.667,0.921,9,-4.142,0,0.073,0.00566,0.00696,0.151,0.659,103.005,190093
7M9w4C8WenlvWfNRAulZOX,Narcotic,Younotus,77,5J3cTpJJ1EgXK8ZCEylSZO,Narcotic,2019-04-26,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.749,0.668,10,-5.964,0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387
7CthsM57gIgD2S8xyL8coq,"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",Wiley,38,2oSfjj0NbhzK660glLOdbA,My One (Todd Edwards Remix),2019-08-02,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.796,0.772,4,-5.245,0,0.144,0.0469,7.56e-05,0.153,0.962,124.039,191283
4esEsg9IxiTAGMBQLe9XOu,Be Someone,CamelPhat,66,7x3X4EQy3RgIS4AGopCyEH,Be Someone,2019-06-04,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.672,0.788,10,-8.393,0,0.0398,0.123,0.367,0.0829,0.357,121.99,204568
5TgS4dcUAU8EEb506d8wAT,Ghost,Au/Ra,72,0ol5Chz853Na284gRXNVvJ,Ghost,2019-10-17,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.667,0.503,0,-8.217,0,0.0526,0.552,0.0,0.169,0.584,144.015,177630
05P4BYqVauVxy0w9g6w2D9,Stand By (feat. Rudimental) [#CWC19],LORYN,58,2RhRVX61dIP4z7T5cgAXzi,Stand By (feat. Rudimental) [#CWC19],2019-05-17,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.661,0.78,1,-4.738,1,0.0832,0.0616,0.0,0.23,0.623,116.025,189274
4466tjT4xLDhIdmsMymUHk,Body 2 Body,MK,61,7kNBaJubrbgmTJR8LUjB0N,Body 2 Body,2019-05-10,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.68,0.771,0,-5.406,1,0.0421,0.0161,0.0,0.388,0.67,122.023,145574
4jp4Z02kzzg8gK0NmDGgml,Play,K-391,78,4uIhRJj1Au4TiyHhCOZys5,Play,2019-08-30,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,167977
5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance,Daft Punk,71,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893
4qqArAiTPueDxIp7cf87h7,Final Song,MØ,71,2gcqSlK5xTxcpuLZ1iik3Z,Final Song,2016-05-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235827
